SquareFootage,NumBathrooms,NumBedrooms,RenovationQuality,DistanceToCityCenter,AgeOfHome,Price
813.78,1.920830835,4,7.03,31.5,23.53,397277.2679
1367.23,1.0,4,5.51,11.21,10.51,264350.6073
1601.42,1.439431404,4,5.67,44.59,23.6,294272.5689
728.73,1.0,2,1.95,3.16,27.2,106683.0052
964.97,1.54603265,3,5.1,8.0,9.51,236584.1873
1627.88,3.360291165,2,6.75,11.74,62.93,531131.86
594.62,2.977797213,2,6.92,37.07,57.87,372714.9939
550.0,3.110355645,1,3.66,35.21,45.3,173719.3748
1096.37,2.867166487,4,7.23,6.01,8.97,389246.5963
550.0,2.203973098,1,3.35,28.11,49.54,125451.6749
897.6,1.729908192,4,2.96,18.81,30.06,297866.4092
1557.14,1.179427862,3,5.71,28.92,75.82,228217.1805
1243.17,1.919375728,1,5.32,15.37,34.94,218284.2311
2246.07,4.545388328,2,9.28,4.09,8.99,779931.8759
919.69,1.464331369,2,5.41,31.65,42.13,116627.4035
1529.15,4.827061428,4,6.86,19.48,15.41,791421.1359
1286.44,1.817333092,3,4.63,34.61,115.1,365937.7664
1724.22,1.871871069,4,6.52,15.3,57.64,283571.5975
1257.36,3.417185747,4,7.32,36.69,0.43,455583.0637
1348.07,1.0,4,7.11,23.56,21.52,268762.6481
695.15,3.863971366,2,3.5,10.21,59.86,277525.919
550.0,1.0,3,2.06,8.81,11.23,144028.1652
910.32,4.235249937,2,7.56,21.17,35.15,359154.4452
1937.36,4.341117563,1,6.25,1.37,34.71,506588.2279
998.58,1.0,3,3.47,19.04,53.43,117990.6467
716.61,3.259283549,5,4.99,16.95,18.49,324846.9354
550.0,1.117693286,1,1.4,25.87,47.69,245992.4681
1437.55,1.0,2,5.21,14.21,84.98,240714.5768
710.7,1.0,4,5.61,10.39,91.95,191026.5823
696.62,1.058622749,3,4.3,17.66,3.5,285677.2102
550.0,2.172729002,4,2.76,17.25,82.33,332227.9805
680.06,1.0,2,6.18,5.5,93.92,160724.8169
786.48,3.488486693,1,0.18,26.77,58.07,128433.5857
1167.24,1.066872317,3,1.76,31.29,25.14,263012.9653
1083.69,2.660487499,3,5.4,14.02,44.56,299567.9959
1040.56,1.0,3,8.66,12.19,32.37,394191.4072
1149.79,2.242049694,2,2.63,33.8,71.42,172428.9174
1374.36,2.054585809,3,7.76,2.85,3.14,347992.3326
1313.83,2.091742758,4,5.81,15.0,58.41,272321.0159
662.87,1.0,3,5.07,36.19,94.33,189728.5889
550.0,3.424775475,4,3.37,5.39,9.74,353743.8786
550.0,2.572631555,4,4.96,3.18,20.72,272823.1207
845.65,2.892747742,3,6.53,19.15,77.76,240893.2553
1466.29,3.359698051,3,6.43,2.61,87.32,398233.5466
1363.54,2.981835035,5,5.28,11.04,55.7,651993.5077
807.19,1.848963249,2,3.36,3.35,32.7,195413.4724
990.47,4.024848506,3,6.91,1.66,20.94,300234.4103
1269.91,1.938215946,4,4.37,19.32,6.68,469224.3919
580.77,1.304491509,4,4.37,13.5,0.05,241788.0642
851.21,2.449189878,4,4.27,10.15,66.03,340434.0506
796.19,3.477119693,4,6.27,11.24,37.92,464796.0271
1037.88,3.877598128,5,7.76,2.39,93.84,284620.829
1066.43,1.0,3,2.45,16.85,57.38,127865.655
1144.52,2.627760467,4,4.67,22.79,22.45,407439.7019
1115.12,1.676391325,4,3.78,46.51,34.46,403733.5564
1565.11,2.475642589,2,8.62,16.49,83.39,606509.3188
1745.79,3.632566647,1,6.4,8.44,67.07,447877.4851
550.0,3.288634048,4,3.63,30.66,40.52,201806.9634
1088.9,2.478499209,3,7.72,22.58,6.31,380946.9295
1115.69,3.70343562,3,6.97,48.23,19.15,369014.675
963.92,1.102536202,5,3.25,21.7,35.3,282254.4151
1698.19,2.242258772,4,3.87,33.3,9.3,584773.6586
1204.83,1.339181611,4,6.31,28.66,4.89,290923.8511
1688.17,1.174348657,4,4.95,20.73,48.83,349262.1615
550.0,1.893346428,3,4.41,5.79,50.96,228969.0716
559.86,3.413926273,3,3.96,26.73,105.43,199614.6079
556.8,1.252063127,3,4.71,14.03,35.93,221652.5832
1438.6,1.972614097,5,6.77,10.67,11.53,410418.3467
1553.28,4.236750505,2,6.71,0.44,24.25,578259.3649
689.99,2.652003499,3,5.5,32.23,53.49,379773.8959
1436.65,3.004514033,3,8.52,25.17,36.77,526160.6607
1622.22,3.315057813,4,8.75,21.92,24.19,379636.3001
943.89,3.199286975,3,6.84,11.25,25.75,446075.8762
1732.38,1.0,2,3.46,33.94,58.8,338485.1269
628.62,1.28916747,2,1.62,12.47,43.09,135155.6964
735.91,1.0,3,2.69,34.62,41.07,207001.6902
948.01,2.859746463,4,7.28,0.49,61.08,386716.6117
550.0,3.026506276,3,5.9,2.59,21.19,396697.5594
1280.45,1.604954267,4,7.21,6.42,71.64,341905.6708
1044.36,1.0,4,4.46,9.71,37.46,361972.9183
1883.99,2.725634492,2,3.32,8.56,33.68,422653.6677
550.0,4.002586039,5,7.0,5.97,63.83,339282.0108
550.0,1.0,4,0.44,30.22,43.64,147924.8775
1558.28,1.580635708,4,7.34,4.62,27.23,405204.0367
821.43,3.767153873,3,4.44,1.93,35.88,554555.2712
550.0,1.242729989,3,3.1,34.52,36.97,134583.2515
579.94,1.494851104,3,2.34,19.74,13.91,117803.0106
1331.5,4.459162352,2,7.18,15.92,0.47,371156.6215
2170.86,4.104887589,6,8.34,1.79,30.47,720948.6752
714.11,1.0,3,1.6,12.01,115.88,180729.6457
1227.28,2.31019085,3,6.34,6.4,9.8,297423.1277
550.0,1.440050139,2,1.63,15.95,21.57,213238.3186
1236.22,1.0,4,2.27,13.77,16.1,381358.9809
765.15,1.0,4,4.3,9.69,59.63,197930.0233
1035.3,3.57568234,4,4.33,21.03,25.39,450706.0897
1317.59,1.0,4,9.11,18.88,25.82,376670.0437
550.0,1.737893487,2,2.56,12.2,96.32,143713.339
1214.95,2.556351504,4,7.13,10.74,39.58,252802.4056
1429.28,2.082259354,2,1.56,41.6,105.58,215469.7393
1332.33,1.004757946,2,3.27,3.48,18.47,173949.9365
759.17,1.814926688,3,1.09,15.39,61.69,183177.725
1445.05,2.498350477,4,7.35,5.56,2.04,540968.028
1625.2,1.21043069,2,5.7,5.04,36.28,321142.0997
817.54,1.0,4,10.0,40.4,65.57,211064.3934
993.27,1.773304577,5,2.57,11.41,53.42,237392.0616
818.79,1.0,5,8.61,29.5,67.91,262084.584
894.95,1.344163861,2,0.57,22.48,49.25,147113.2338
1028.15,5.330559305,3,9.42,13.38,24.63,713417.5022
1811.08,2.098724758,5,7.12,18.66,19.48,491887.0762
550.0,1.515512591,2,1.63,25.26,6.01,146631.3669
1967.05,2.23160793,3,7.34,17.71,97.49,425217.6306
992.02,1.0,3,6.05,18.7,50.96,136396.0182
1067.91,1.0,2,5.93,42.67,131.93,119291.0091
1184.13,3.210561138,2,4.82,5.09,24.52,265015.4048
583.67,1.241379304,3,2.85,10.59,52.72,98005.92278
1135.3,2.717534894,4,6.0,10.72,0.16,622313.4809
550.0,4.569838829,2,2.03,19.59,25.94,184107.5474
769.16,2.813440607,2,2.58,11.38,4.32,127717.4987
907.67,1.491771879,3,6.64,22.88,35.33,216370.6087
893.13,1.0,3,2.8,2.73,26.45,292193.1024
643.02,3.866119348,3,4.24,11.0,19.79,206294.6469
550.0,1.0,1,5.81,11.35,60.29,265497.8918
877.95,3.125308917,2,5.44,17.3,9.58,369969.2973
1613.99,2.764183754,4,10.0,7.46,76.51,474283.5348
749.4,1.172642093,1,2.27,15.34,26.75,152213.1533
1028.46,1.0,3,6.35,24.35,104.99,184235.5417
804.51,1.759757386,3,5.44,13.14,84.74,240192.4531
1357.24,2.874623682,2,2.17,12.65,112.57,189832.326
1554.09,3.323637571,4,7.79,5.5,25.24,371840.909
550.0,2.774532676,3,5.71,24.63,85.06,177964.3186
894.61,1.096553518,3,5.2,3.02,27.97,202350.4343
1161.42,1.0,4,7.84,18.69,55.89,321152.9688
1701.13,1.0,4,7.4,20.53,19.85,294473.2071
1490.23,2.178167054,5,6.07,15.31,10.68,569970.3125
2526.53,5.208139625,4,9.4,2.18,5.82,1045707.039
897.34,1.538119098,3,5.1,27.25,64.15,255046.6856
974.94,1.056837421,1,3.28,14.93,109.18,210357.1794
694.46,1.797675577,3,5.99,47.46,49.09,307105.4905
680.92,2.978323616,1,3.51,2.8,16.79,131658.3237
1432.58,1.0,4,7.72,24.9,10.58,274641.4696
550.0,2.457996029,2,4.18,1.83,32.92,219396.4462
1454.39,3.498933636,3,2.88,24.44,78.07,496358.2834
1773.82,1.0,3,4.14,19.23,13.8,295165.8876
1224.29,1.0,4,4.57,0.96,66.92,401002.3532
1814.94,1.0,4,3.99,23.18,46.63,238200.4947
1153.94,1.460690502,3,3.75,18.11,52.03,294615.7695
1162.7,1.027098979,3,5.43,36.35,44.31,235908.2389
581.4,1.0,3,4.62,27.87,58.29,160332.0108
550.0,1.0,3,2.95,14.3,44.27,195380.3873
1258.21,1.714074971,2,2.58,18.27,59.26,196708.7074
1063.86,1.420736497,4,4.72,23.92,68.96,293707.9213
913.84,1.0,4,1.42,20.77,94.23,289804.9546
793.3,1.107599503,3,5.33,11.15,47.64,160221.4031
648.96,1.0,4,2.09,3.02,18.85,123287.2506
1087.62,3.59676935,3,8.29,13.68,57.12,374775.5437
571.32,1.0,1,1.01,14.63,40.84,134947.6784
1120.54,2.551644162,4,6.66,15.37,35.65,489889.2199
1217.68,3.935904275,4,7.15,1.38,100.17,529431.1245
864.47,4.570672448,4,5.91,33.35,57.56,540583.1263
632.37,2.315761564,3,3.03,22.32,19.22,236275.3324
1286.97,2.033952514,3,5.13,11.17,21.45,388979.5251
743.83,3.065009116,2,5.53,12.23,91.53,332770.3718
550.0,1.0,4,4.2,13.86,69.35,267076.1749
959.11,2.013050113,2,2.33,41.94,54.42,197713.3609
2157.15,1.012467163,3,3.78,2.39,4.12,448803.6599
1307.6,2.517233532,3,6.32,1.89,73.47,431051.9091
1136.53,1.123224629,2,4.57,10.64,68.95,270183.298
1443.95,3.820196359,5,6.93,34.74,83.55,523778.007
1789.18,4.740971647,3,5.79,20.6,104.26,606809.1906
1586.68,3.034837206,4,6.61,4.49,65.97,646683.8933
1165.21,1.0,3,7.27,26.67,34.69,326008.5763
1661.48,3.255066273,3,2.7,6.86,57.83,269827.6245
1092.04,1.879104679,2,5.72,14.94,12.11,265244.4909
1062.4,3.219273388,3,5.96,9.35,38.73,298752.8523
1463.04,3.545310752,3,7.11,11.23,31.27,560155.638
1093.37,3.634401002,3,7.08,17.41,44.31,620485.497
594.82,2.837435342,4,3.5,4.12,17.64,386853.4093
550.0,1.645366964,3,1.32,38.69,30.25,182665.8412
1511.53,2.936296638,3,6.42,1.14,9.27,608847.1727
1346.33,2.245599549,3,5.1,25.51,144.91,364695.618
1406.63,1.0,3,4.59,4.0,33.31,354907.8477
2054.6,2.423509641,1,5.11,8.65,100.16,377484.9406
1508.17,3.353734666,2,8.17,11.28,46.01,504143.4412
667.13,4.119081613,2,4.26,1.56,2.52,312594.3837
550.0,1.062516942,4,3.69,6.34,69.53,144597.1668
1899.29,3.01689105,4,6.84,3.25,6.18,436711.6125
740.44,1.0,3,5.88,9.82,63.47,202333.7397
1271.07,3.513550093,4,5.37,2.2,64.13,380952.6277
1335.3,3.042876612,4,8.71,17.74,28.55,662215.8511
1188.36,2.201052241,4,9.29,6.36,55.61,420809.5649
742.01,1.514002894,3,4.51,31.85,27.28,229867.2818
825.43,1.436465832,2,4.89,11.27,97.62,116907.4444
808.65,1.0,5,2.73,10.78,21.94,265790.3215
550.0,4.72441073,5,4.18,27.93,65.19,288153.2503
723.38,1.522652832,3,4.53,29.49,95.04,101198.7549
1043.84,2.291495703,3,4.1,10.95,80.67,237342.1587
1158.98,1.0,3,7.03,20.01,84.29,278686.3938
617.7,2.589370728,1,4.35,22.0,67.16,122427.5754
902.24,2.435445229,4,5.38,12.37,42.79,256372.5145
870.2,1.0,3,6.87,25.96,104.82,249963.3173
1002.76,2.721628034,3,6.31,15.27,20.57,385144.7233
550.0,1.110011356,1,3.58,0.98,4.3,136165.008
610.07,1.318062018,4,4.33,4.58,27.59,127115.2583
1534.65,1.064910534,3,6.86,9.93,41.16,281771.1895
1432.2,2.695580743,4,7.66,5.12,35.44,727626.7059
1003.05,1.774777664,3,5.51,0.21,46.51,201087.8037
1401.07,1.149113796,3,5.91,13.62,19.51,190929.7288
1050.07,1.621971779,4,8.11,22.58,12.23,401135.7425
935.24,2.899264769,2,7.52,6.49,54.06,423958.8646
1707.82,2.979877284,3,6.33,12.91,34.22,416916.7072
829.58,1.907398915,4,3.52,18.52,81.71,250513.3016
550.0,2.279051647,2,3.34,15.28,85.2,158142.7112
1445.21,3.208618266,4,5.55,16.01,2.75,363716.895
1095.56,1.0,4,4.12,11.87,38.2,341871.6704
1506.92,1.0,1,1.42,15.7,8.3,93040.74187
818.58,1.529361563,1,4.16,20.22,49.41,231570.9801
550.0,1.586888068,2,2.23,32.35,80.47,134264.7762
677.71,2.406364613,3,2.57,36.43,4.04,278642.1448
1428.66,2.181556955,2,6.63,28.78,4.91,421913.6325
550.0,3.565696874,4,6.58,25.15,35.22,344345.3157
759.11,1.901657092,2,7.9,4.35,93.98,207425.5683
1195.3,3.301027482,3,5.98,1.87,19.06,335547.5804
1686.26,2.545749249,3,5.09,4.16,18.49,454143.3559
746.71,1.838094139,3,7.93,4.41,14.67,291226.6805
550.0,2.139260305,3,1.47,28.71,8.52,121280.246
550.0,1.647929831,3,2.57,32.78,23.97,248336.565
795.02,2.608899077,2,3.73,14.3,8.31,209281.8858
583.83,2.36478018,2,2.13,20.59,118.03,139547.3221
1067.19,2.983635419,3,4.22,9.85,43.61,323956.1211
883.95,1.0,3,2.96,32.45,37.4,149578.8484
1334.19,2.07090373,1,6.09,26.33,61.16,221072.3475
550.0,1.196183734,1,1.4,2.98,48.34,370271.3157
632.84,1.0,4,4.24,20.04,19.53,235796.2815
1215.85,1.367049368,3,5.79,28.06,93.0,186234.3612
1257.46,2.374892286,4,8.4,10.54,17.86,472464.2443
550.0,1.678418426,3,4.4,5.24,85.3,93963.58358
550.0,2.016938901,1,0.09,6.89,96.17,434448.4595
2068.82,2.315746015,5,9.35,4.29,62.99,780190.8628
1153.38,1.032121778,1,0.07,40.3,2.35,169669.0713
1403.53,3.9193983,2,6.0,18.07,11.09,274124.9918
1281.8,3.396545189,3,8.09,2.22,85.11,297285.8169
574.35,1.166722066,4,6.56,16.48,9.45,268596.5887
1167.36,1.253899633,5,8.58,3.54,89.03,453356.7745
766.24,4.418517913,5,7.19,20.85,66.22,497007.6325
1572.19,1.0,3,4.71,26.71,90.82,168852.6152
550.0,1.0,2,3.0,23.58,58.18,155192.2549
1657.31,2.640396347,5,5.29,0.61,57.89,664307.114
788.01,1.041511079,3,2.15,7.54,6.21,258216.0685
1037.71,1.09209856,4,3.73,34.18,8.52,281207.9236
1837.46,1.713597034,4,3.92,3.2,16.1,432094.8602
1220.89,1.685337279,4,3.19,13.59,9.94,269865.6223
550.0,1.707638175,4,2.39,14.53,21.72,274343.871
843.63,1.278253556,3,4.78,2.81,58.0,255223.1838
550.0,2.253239814,4,2.93,12.89,18.61,292786.7026
1082.01,2.886157968,3,7.41,7.76,36.72,278913.6611
1116.26,2.862050391,2,4.2,32.82,15.67,254754.2361
684.72,1.271397969,4,4.64,14.25,14.47,429335.8056
832.15,2.66667281,2,3.88,6.5,50.42,207562.4052
1774.08,2.362104583,2,4.46,15.41,12.35,363914.6366
691.76,2.359088575,4,3.69,34.03,52.8,362007.6996
1636.48,1.098162671,2,6.18,7.52,8.38,196541.7694
906.08,1.0,1,3.4,33.43,49.67,111532.0583
1010.83,2.704026571,3,6.23,29.05,53.01,427600.4758
855.68,3.565346125,4,4.3,2.16,30.63,473517.8678
1457.95,3.608950566,1,4.17,11.68,8.84,299223.8467
574.52,2.741889744,2,2.18,29.57,41.84,150163.8716
891.4,1.924846261,2,4.4,17.72,14.24,177944.3403
550.0,2.40068882,2,1.13,19.79,17.17,123193.9487
764.24,1.0,2,3.68,12.9,4.06,108849.7826
1820.82,1.475709256,4,4.24,12.11,57.62,497949.1295
550.0,1.239618629,3,4.01,24.91,103.2,248378.5744
1128.8,1.27278784,3,3.72,52.07,72.41,293775.3439
1286.25,2.051681407,2,7.49,19.1,46.13,216506.6648
950.65,2.662698985,3,5.33,11.12,38.43,352065.9162
1578.36,1.875565541,2,6.97,0.38,66.93,170641.265
566.8,1.027534544,4,4.22,48.85,52.86,282668.3447
1180.31,2.147470832,5,4.65,10.45,35.71,495929.0495
550.0,1.960805779,3,4.84,23.95,50.57,156066.8081
1014.03,2.128532669,3,4.06,9.11,73.66,224359.4159
1464.41,1.315608478,3,3.83,17.64,2.19,360527.6946
1692.07,1.470800175,5,4.54,10.8,58.4,449645.9079
1138.02,1.625274646,3,4.12,12.2,70.5,381030.2686
994.02,4.489841152,4,7.88,4.56,39.41,290609.6604
1112.53,2.695156693,4,4.56,4.67,46.19,397818.3873
1725.96,1.629021125,1,5.69,28.96,40.13,226378.703
1052.21,1.82740415,3,4.08,13.81,60.33,299089.7759
1425.88,2.604980256,2,2.44,9.55,75.22,366024.79
757.98,1.0,3,4.13,0.54,41.07,160359.5372
550.0,3.069364801,5,6.85,6.89,30.05,293437.225
1083.05,2.193910122,1,3.52,7.65,63.52,98573.58358
812.28,1.0,2,5.52,32.5,44.6,116027.4198
635.61,2.544596118,3,4.24,1.2,2.56,230091.0023
962.85,2.094497609,3,4.66,6.07,10.35,378592.8484
1013.29,1.0,2,2.64,17.95,103.3,170764.9409
1270.45,1.918536645,2,6.81,29.86,84.87,219950.3383
837.06,1.213887839,4,3.72,25.34,32.17,261715.0866
2670.46,1.0,4,4.93,5.65,78.43,453280.3186
765.65,1.254242396,3,3.93,13.31,1.71,254400.6244
907.36,1.0,2,2.23,10.92,50.66,127357.2851
550.0,1.0,1,0.07,52.38,98.99,259723.8412
550.0,1.508814682,2,4.34,26.79,1.9,106924.3224
2131.78,4.023463727,4,9.22,16.98,14.18,790443.2183
1722.27,1.0,3,5.26,19.77,64.29,257522.3403
849.96,2.261439795,3,5.01,23.31,13.43,431395.731
1504.65,4.038671452,1,6.25,11.65,52.02,247500.2352
1544.53,1.314622595,4,5.96,13.3,17.8,338942.4888
550.0,1.0,3,1.06,34.43,22.23,204657.2539
816.16,1.793404252,2,4.26,24.52,61.14,193488.1005
988.52,3.131808976,4,6.56,26.95,0.83,462583.2748
1242.45,1.298774338,4,6.69,7.67,22.14,392453.3512
962.42,1.0,3,6.92,11.18,18.1,165472.5762
550.0,2.400394039,2,2.43,35.89,97.58,223367.7467
1159.68,1.907333855,3,6.89,6.68,7.37,257438.9156
550.0,1.945633121,4,4.58,16.22,75.28,295144.8944
550.0,1.263644159,1,2.6,38.89,122.36,225946.9245
930.07,1.141800113,1,3.45,19.92,45.87,126944.0027
1109.85,1.900579874,2,6.63,8.9,46.62,197180.0
1491.39,2.071709071,4,7.59,19.55,51.55,524566.7559
550.0,1.285762707,4,7.5,16.75,49.12,459321.3611
642.05,1.0,2,5.61,23.39,16.66,157945.5228
1009.33,1.321191534,4,6.3,10.19,61.64,492566.1352
550.0,1.0,3,5.38,16.32,88.54,119751.4925
1157.27,1.292223915,4,5.74,1.07,28.33,588317.6568
1679.48,1.808388196,2,5.44,5.64,27.07,395737.0034
1052.32,1.217644474,2,3.53,2.73,71.14,178009.8491
1614.62,3.411054319,3,5.21,18.55,51.83,705372.4253
720.92,3.057766052,2,5.09,17.24,110.21,262980.2794
1336.16,2.244199193,3,5.68,29.79,78.26,316604.0103
935.51,1.895103414,3,5.55,45.69,67.99,275840.3174
729.48,3.326289407,4,5.05,29.48,62.93,391146.0655
1644.94,3.358326898,4,7.47,24.32,41.64,300158.0896
550.0,1.005332431,3,1.1,4.38,87.14,148537.9023
550.0,1.0,3,3.76,9.93,7.61,166647.5865
690.99,1.46104633,2,0.75,25.81,22.53,155158.3258
550.0,2.521945674,3,4.73,18.43,80.67,181631.6169
550.0,3.374040581,4,1.3,3.7,45.52,209285.2461
2249.93,2.833854697,4,7.98,7.52,16.29,455850.4011
795.24,1.167822382,4,4.1,11.16,36.06,206409.2786
785.91,2.056231906,2,4.52,19.69,76.89,150632.6472
1210.5,1.0,3,3.47,23.63,69.62,283060.7469
1247.24,2.063025927,5,5.51,11.43,37.74,253572.0031
901.73,1.398480829,4,4.95,2.77,88.29,390743.2922
757.46,2.958187883,2,6.05,6.4,49.05,273717.0881
550.0,1.0,3,4.66,14.81,60.06,125238.514
684.47,3.076438976,3,5.3,28.47,26.23,371386.4164
1834.29,1.0,4,4.9,26.31,64.88,636408.7725
1096.85,1.544556005,3,2.14,13.98,113.55,215180.9302
2187.19,2.069735566,1,5.92,5.11,49.71,346591.1288
960.93,2.067019323,2,1.64,19.44,9.77,201344.7585
550.0,3.600211185,5,5.28,7.88,49.37,386169.5096
2490.43,3.307885512,4,8.09,18.42,26.18,762115.1725
2191.53,1.577198266,4,6.72,4.0,28.38,465002.1668
639.55,1.441339034,3,3.64,16.65,77.74,159804.1684
1014.24,2.310331779,3,3.22,29.73,137.59,222127.8787
965.41,3.072191735,4,2.92,30.33,125.47,317966.9791
687.1,2.856133922,3,3.03,10.41,17.25,363172.6963
550.0,1.395192672,1,1.71,8.63,31.79,223181.4722
1027.62,2.214646469,5,3.34,11.06,51.96,502763.8162
1795.97,1.472159513,4,6.7,37.74,81.08,521908.9706
821.75,3.98322245,3,3.22,17.0,34.54,446605.6897
1310.88,3.549761907,3,7.66,3.21,76.47,646182.2465
1838.9,1.92162992,3,8.15,16.96,65.43,411731.8548
550.0,2.95920506,4,4.65,34.3,95.32,238872.9863
1741.57,2.015672342,2,4.92,7.36,2.75,416626.6304
874.34,1.062189133,1,5.01,11.86,1.85,109258.2332
1013.74,1.82084799,5,1.2,15.08,38.96,298185.6107
643.21,2.01084026,1,4.58,27.8,34.4,117728.0793
1310.08,4.552543779,5,7.16,31.9,137.11,676723.7491
665.08,2.189400413,3,4.08,6.16,66.85,330678.6526
1309.07,2.416468498,3,1.71,11.01,48.85,323668.3978
1255.41,1.728055742,4,7.52,19.28,39.45,488512.0736
1194.41,3.780970591,4,2.79,1.24,146.72,352518.6373
550.0,3.595800634,2,5.48,8.29,30.23,143531.0914
881.16,3.56875541,4,8.48,29.89,65.12,458499.8035
1431.8,1.0,4,5.21,12.03,38.63,241637.9918
1085.09,1.011397212,3,1.43,7.84,14.58,304756.3378
1485.13,3.026249023,3,3.02,11.26,82.1,317470.2329
1686.0,1.138793789,3,7.71,20.84,6.95,223068.5627
1619.61,2.977796034,2,9.42,36.61,13.99,542380.0601
582.18,3.329851638,5,5.8,33.05,41.66,367459.4312
1056.11,1.227054093,3,5.48,3.78,23.61,246854.8355
696.83,1.0,3,6.35,40.73,19.38,293345.2468
937.7,1.737813979,3,4.74,0.84,71.17,229955.6612
1412.23,4.6183379,2,2.78,52.57,55.21,228863.4452
550.0,3.069548929,4,6.23,27.66,45.64,244754.6816
1426.26,2.27934675,4,3.64,4.32,37.18,288365.1523
988.67,3.658177167,4,5.81,19.07,96.99,397727.5906
860.5,4.537739721,3,7.39,16.15,24.19,434302.9891
1732.87,2.089676032,3,5.06,18.48,5.7,329593.4904
735.26,1.0,3,4.1,23.78,59.51,230932.7864
905.48,2.464367698,4,5.94,20.94,16.32,316027.3456
1146.1,3.210347979,4,6.52,6.75,33.8,336706.1569
550.0,1.384526147,2,1.69,16.02,140.89,242583.861
1559.91,1.235691059,4,6.7,21.29,14.28,309141.3191
550.0,2.332644005,2,1.9,3.4,18.93,165193.2235
1498.97,2.412689931,3,4.47,38.04,41.69,220819.4242
1651.53,1.290733329,4,3.4,47.0,144.13,372249.6346
727.21,2.159527648,5,5.95,23.48,26.54,469711.9726
635.14,1.095115158,2,5.7,23.88,4.91,172292.0926
550.0,2.623495204,5,7.2,11.49,21.15,475262.5456
550.0,1.557731277,3,3.36,65.2,76.41,224232.9026
1131.08,2.771187305,2,3.74,6.26,92.66,368140.5532
550.0,1.224303549,3,3.78,8.08,96.83,147100.1732
1658.26,1.952308846,4,7.76,4.4,25.51,462394.7906
1169.45,1.0,3,5.15,13.3,17.96,350479.6175
1280.29,2.027368263,4,6.81,1.39,2.48,216105.8736
1269.76,4.197600663,3,4.73,4.98,42.51,541235.5038
1281.83,2.003620358,2,3.23,20.28,86.47,341991.3617
1423.57,3.7360299,6,9.68,11.77,54.89,931377.1891
657.08,1.512336617,4,3.69,32.81,56.93,222960.7761
973.77,1.814834477,4,6.27,1.71,33.45,300761.3612
550.0,2.283658787,5,6.2,0.4,27.06,503860.9955
760.79,1.447408635,3,4.49,20.13,2.98,257495.1117
770.63,2.704900449,4,6.88,19.75,21.15,365678.5358
2186.62,2.246921428,3,8.01,20.19,11.33,596871.5103
1487.0,1.0,4,6.42,3.82,35.92,404071.5205
550.0,2.341396596,2,7.66,28.92,29.18,129603.5386
1765.71,1.557441091,3,6.31,1.48,71.44,259519.9201
793.9,2.417047533,3,7.94,24.11,72.56,173076.6515
1406.5,1.860463915,1,3.7,20.34,19.05,220243.667
2007.78,2.541723131,4,6.19,23.63,21.7,528410.9298
1778.46,1.0,5,5.5,3.29,53.84,379709.2558
1249.39,4.506193698,3,8.41,1.36,75.37,429336.5244
1758.17,1.499267324,3,5.74,3.43,41.34,343771.9532
707.78,1.0,3,4.17,34.67,73.75,215617.7792
796.16,1.0,2,4.46,31.1,15.28,153088.6481
1447.91,1.877207184,3,5.5,11.09,55.78,561175.1138
1035.05,3.361478132,3,6.8,0.14,32.02,571149.0188
1643.35,3.588992795,3,6.81,14.47,29.02,502007.3141
806.32,2.393869424,3,4.08,29.33,23.42,189464.8595
550.0,1.151218137,4,9.08,40.53,30.35,294572.4649
967.51,1.841319858,3,6.57,20.39,0.53,255145.0835
1093.65,2.876342608,3,8.8,11.85,14.1,372258.5187
1312.45,1.133917508,2,4.56,33.63,52.27,178337.6542
1189.42,2.15205365,3,7.45,10.56,73.86,322391.3847
883.97,1.0,2,2.27,25.46,56.24,122075.175
1214.59,2.353684779,3,6.52,27.23,81.17,305813.1243
1761.18,3.315228565,5,6.48,7.59,46.07,657127.9763
769.45,3.163201336,2,5.54,18.28,44.19,215967.2741
550.0,4.911094411,2,2.3,18.35,46.3,196232.7393
1579.61,4.353876061,2,7.38,9.46,15.87,439067.9892
952.71,1.305258238,4,5.9,10.43,37.67,250630.2176
1352.56,3.851260193,4,5.16,11.21,2.09,585684.5332
806.38,1.192640201,3,3.31,37.27,93.14,136734.5207
1074.67,2.188237447,3,3.85,0.23,49.21,255525.2587
1262.8,2.361664394,2,3.36,3.55,30.81,387011.2144
1260.83,3.97070113,3,5.58,2.45,17.87,391482.9572
2034.08,2.472909134,3,3.99,7.33,20.63,420008.0172
1803.96,1.0,5,5.34,2.64,30.97,303353.3029
1082.21,2.409414068,4,8.92,10.55,23.42,245663.2987
1110.26,1.675850352,2,3.56,3.35,27.26,215912.1479
1384.88,1.0,3,8.35,12.6,92.69,390638.4666
965.01,2.81199008,4,5.44,16.81,2.55,336276.9028
990.49,1.0,4,4.57,5.1,30.04,289280.6071
820.01,2.566845148,4,3.44,35.11,46.57,314236.1486
732.74,3.292290292,5,7.13,2.02,23.57,349936.8147
550.0,3.183213643,3,8.57,1.59,61.36,409291.9788
1056.18,2.816784211,4,3.56,13.4,78.53,256709.7659
550.0,1.0,3,2.96,22.01,114.72,118318.5553
1156.97,2.01838007,4,2.82,27.87,95.71,282404.5476
550.0,1.249857823,1,2.01,32.73,73.07,325649.7834
1001.9,3.649819206,4,6.41,41.57,109.23,481402.8049
999.91,1.730886848,3,6.3,0.47,40.81,201442.1326
